TinhTrang,Hang,DongXe,SoKmDaDi,GiaTien,NamSanXuat,DiaDiem,SoCho,XuatXu,KieuDang,NhienLieu,HopSo
Đã sử dụng,Kia,Morning,60,188000000,2013,Hà Nội,5,Nhập khẩu,Hatchback,Xăng,Số sàn
Đã sử dụng,Kia,Carens,4000,320000000,2011,Cần Thơ,7,Nhập khẩu,Minivan (MPV),Xăng,Tự động
Mới,Suzuki,Ertiga,,559000000,2020,Đồng Nai,7,Nhập khẩu,Minivan (MPV),Xăng,Tự động
Đã sử dụng,Ford,EcoSport,30000,400000000,2017,Hà Nội,5,,SUV / Cross over,Xăng,Tự động
Đã sử dụng,Mitsubishi,Zinger,135000,275000000,2008,Hồ Chí Minh,8,Trong nước,SUV / Cross over,Xăng,Số sàn
Đã sử dụng,Hyundai,Grand i10,46000,290000000,2016,Đắk Lắk,5,,Sedan,Xăng,Số sàn
Đã sử dụng,Toyota,Vios,3200,498000000,2018,Hà Nội,5,Trong nước,Sedan,Xăng,Tự động
Đã sử dụng,Nissan,Moco,850000,28500000,1982,Hồ Chí Minh,5,Nhập khẩu,Sedan,Xăng,Số sàn
Mới,Vinfast ,Fadil ,,382500000,2020,Hà Nội,5,Trong nước,Hatchback,Xăng,Tự động
Đã sử dụng,Toyota,Innova,72000,505000000,2016,Hồ Chí Minh,8,Trong nước,Minivan (MPV),Xăng,Số sàn
Đã sử dụng,Ford,EcoSport,41000,530000000,2018,Cần Thơ,5,,SUV / Cross over,Xăng,Tự động
Đã sử dụng,Toyota,Innova,30008,210000000,2008,Quảng Nam,8,Nhập khẩu,Minivan (MPV),Xăng,Số sàn
Đã sử dụng,Kia,Rondo,100000,485000000,2015,Hải Dương,7,Trong nước,Minivan (MPV),Xăng,Tự động
Mới,Hyundai,Santa Fe,,963000000,2020,Hồ Chí Minh,5,Trong nước,SUV / Cross over,Xăng,Tự động
Đã sử dụng,Kia,Cerato,45000,550000000,2016,Đà Nẵng,5,Trong nước,Sedan,Xăng,Tự động
Đã sử dụng,Kia,Sedona,70000,795000000,2016,Hà Nội,7,,Minivan (MPV),Dầu,Tự động
Đã sử dụng,Kia,Forte,123456,255000000,2011,Bình Dương,5,Trong nước,Sedan,Xăng,Số sàn
Mới,Mitsubishi,Triton,,630000000,2020,Hồ Chí Minh,5,Trong nước,Pick-up (bán tải),Dầu,Tự động
Mới,Mazda,2,,545000000,2020,Đà Nẵng,5,Nhập khẩu,Sedan,Xăng,Tự động
Đã sử dụng,Toyota,Fortuner,18000,980000000,2019,Hồ Chí Minh,7,Trong nước,SUV / Cross over,Dầu,Tự động
Đã sử dụng,Kia,Forte,150000,315000000,2009,Nam Định,5,Nhập khẩu,Sedan,Xăng,Tự động
Đã sử dụng,Kia,Cerato,12000,518000000,2020,Hồ Chí Minh,5,Trong nước,Sedan,Xăng,Số sàn
Đã sử dụng,Mazda,3,58934,512000000,2016,Hà Nội,5,Trong nước,Sedan,Xăng,Tự động
Đã sử dụng,Kia,Cerato,42000,509000000,2016,Hà Nội,5,Trong nước,Sedan,Xăng,Tự động
Đã sử dụng,Ford,Ranger,74000,465000000,2013,Hồ Chí Minh,5,Nhập khẩu,Pick-up (bán tải),Dầu,Số sàn
Đã sử dụng,Honda,City,86000,335000000,2014,Đồng Nai,5,Trong nước,Sedan,Xăng,Số sàn
Đã sử dụng,Mazda,CX 5,69000,600000000,2015,Hà Nội,5,,SUV / Cross over,Xăng,Tự động
Mới,Mitsubishi,Xpander Cross,,670000000,2020,Đà Nẵng,7,Nhập khẩu,Minivan (MPV),Xăng,Tự động
Đã sử dụng,Toyota,Innova,12000,388000000,2015,Hà Nội,8,Trong nước,Minivan (MPV),Xăng,Số sàn
Mới,Mazda,CX 8,,1149000000,2020,Hồ Chí Minh,7,Trong nước,SUV / Cross over,Xăng,Tự động
Đã sử dụng,Toyota,Corolla Altis,60000,400000000,2011,Hà Nội,5,Trong nước,Sedan,Xăng,Số sàn
Đã sử dụng,Mercedes Benz,Sprinter,230,185000000,2008,Hồ Chí Minh,16,Trong nước,Minivan (MPV),Dầu,Số sàn
Mới,Hyundai,Elantra,,528000000,2020,Hồ Chí Minh,5,Trong nước,Sedan,Xăng,Tự động
Đã sử dụng,Toyota,Camry,96000,512000000,2010,Bắc Giang,5,Trong nước,Sedan,Xăng,Tự động
Mới,Ford,Ranger,,1500000000,2020,Hồ Chí Minh,5,Nhập khẩu,Pick-up (bán tải),Dầu,Tự động
Mới,Hyundai,Grand i10,,329000000,2020,Hồ Chí Minh,4,Trong nước,Sedan,Xăng,Số sàn
Đã sử dụng,Toyota,Zace,1500,195000000,2003,Lâm Đồng,8,Nhập khẩu,SUV / Cross over,Xăng,Số sàn
Đã sử dụng,Mitsubishi,Pajero Sport,150000,95000000,1993,Hà Nội,7,Nhập khẩu,SUV / Cross over,Xăng,Số sàn
Mới,Hyundai,Grand i10,,310000000,2020,Hồ Chí Minh,4,Trong nước,Kiểu dáng khác,Xăng,Số sàn
Mới,Suzuki,XL 7,,589000000,2020,Bình Phước,7,Nhập khẩu,SUV / Cross over,Xăng,Tự động
Đã sử dụng,Lexus,RX,3000,3330000000,2017,Hà Nội,5,Nhập khẩu,SUV / Cross over,Động cơ Hybrid,Tự động
Đã sử dụng,Mercedes Benz,C Class,100000,180000000,2003,Hà Nội,,,,,Tự động
Đã sử dụng,Ford,Laser,8300,175000000,2005,Bình Dương,5,Trong nước,Sedan,Xăng,Tự động
Đã sử dụng,Mazda,6,69000,590000000,2016,Hà Nội,5,,Sedan,Xăng,Tự động
Đã sử dụng,Toyota,Corolla,150000,90000000,2000,Hà Nội,5,Nhập khẩu,Sedan,Xăng,Số sàn
Đã sử dụng,Mazda,CX 8,15000,1008000000,2019,Hồ Chí Minh,5,Trong nước,SUV / Cross over,Xăng,Tự động
Đã sử dụng,Mazda,6,50000,650000000,2015,Hà Nội,5,Trong nước,Sedan,Xăng,Tự động
Mới,Ford,Ranger,,754000000,2020,Hồ Chí Minh,5,Nhập khẩu,Pick-up (bán tải),Dầu,Số sàn
Mới,Hyundai,Grand i10,,395000000,2020,Hà Nội,5,Trong nước,Hatchback,Xăng,Tự động
Đã sử dụng,Isuzu,Hi lander,85,160000000,2004,Vĩnh Phúc,7,Trong nước,SUV / Cross over,Dầu,Tự động
Mới,Toyota,Corolla Altis,,733000000,2020,Hồ Chí Minh,5,Trong nước,Sedan,Xăng,Tự động
Đã sử dụng,Kia,Cerato Koup,100000,368000000,2010,Bình Dương,5,Nhập khẩu,Coupe (2 cửa),Xăng,Tự động
Mới,BMW,4 Series,,1499000000,2020,Hồ Chí Minh,4,Nhập khẩu,Coupe (2 cửa),Xăng,Tự động
Đã sử dụng,Hyundai,Grand i10,75000,245000000,2014,Quảng Ninh,5,Nhập khẩu,Hatchback,Xăng,Số sàn
Mới,Toyota,Fortuner,,1080000000,2020,Hồ Chí Minh,7,Trong nước,SUV / Cross over,Dầu,Tự động
Đã sử dụng,Kia,Cerato,60000,415000000,2011,Hồ Chí Minh,5,Nhập khẩu,Coupe (2 cửa),Xăng,Tự động
Đã sử dụng,Toyota,Fortuner,6700,1079000000,2020,Hà Nội,,,,,Tự động
Đã sử dụng,Toyota,Camry,27000,970000000,2017,Hồ Chí Minh,5,Trong nước,Sedan,Xăng,Tự động
Đã sử dụng,Lexus,LX,110000,2199000000,2008,Hà Nội,8,Nhập khẩu,SUV / Cross over,Xăng,Tự động
Đã sử dụng,Isuzu,Dòng khác,,199000000,2006,Bình Phước,,,,,Số sàn
Mới,Vinfast ,Fadil ,,382000000,2020,Yên Bái,5,Trong nước,Hatchback,Xăng,Tự động
Đã sử dụng,Toyota,Innova,70000,468000000,2016,Hồ Chí Minh,8,Trong nước,Minivan (MPV),Xăng,Số sàn
Đã sử dụng,Daewoo,Espero,50000,55000000,1997,Hồ Chí Minh,4,Nhập khẩu,Kiểu dáng khác,Xăng,Số sàn
Mới,Mitsubishi,Xpander,,550000000,2020,Bà Rịa - Vũng Tàu,7,Nhập khẩu,Minivan (MPV),Xăng,Số sàn
Đã sử dụng,Kia,Morning,15000,135000000,2011,Nghệ An,5,Trong nước,Hatchback,Xăng,Số sàn
Đã sử dụng,Mercedes Benz,E Class,50000,650000000,2010,Hà Nội,5,Nhập khẩu,Sedan,Xăng,Tự động
Đã sử dụng,Toyota,Vios,9999,209000000,2008,Hải Phòng,5,Trong nước,Sedan,Xăng,Số sàn
Đã sử dụng,Hyundai,Elantra,25000,593000000,2018,Bình Dương,5,Nhập khẩu,Sedan,Xăng,Tự động
Đã sử dụng,Hyundai,Grand i10,15000,395000000,2019,Hà Nội,5,Trong nước,Hatchback,Xăng,Tự động
Đã sử dụng,Hyundai,i30,13,286000000,2008,Hà Nội,5,Nhập khẩu,Hatchback,Xăng,Tự động
Đã sử dụng,Mercedes Benz,C Class,6600,1359000000,2018,Bà Rịa - Vũng Tàu,5,Trong nước,Sedan,Xăng,Tự động
Đã sử dụng,Nissan,Navara,32379,739000000,2018,Hồ Chí Minh,5,Nhập khẩu,Pick-up (bán tải),Dầu,Tự động
Đã sử dụng,Ford,Transit,100000,365000000,2014,Hồ Chí Minh,16,,Minivan (MPV),Dầu,Số sàn
Đã sử dụng,Toyota,Camry,130000,550000000,2010,Hồ Chí Minh,5,Trong nước,Sedan,Xăng,Tự động
Đã sử dụng,Hyundai,Getz,12000,178000000,2008,Hà Nội,5,Nhập khẩu,Hatchback,Xăng,Tự động
Đã sử dụng,Mini,Cooper,8000,1800000000,2020,Hồ Chí Minh,,,,,Tự động
Đã sử dụng,Hyundai,Accent,49000,489000000,2019,Hồ Chí Minh,5,Trong nước,Sedan,Xăng,Tự động
Đã sử dụng,Honda,Jazz,,489000000,2018,Đồng Nai,,,,Xăng,Tự động
Đã sử dụng,Mercedes Benz,GLC,6000,2350000000,2020,Hồ Chí Minh,5,Trong nước,SUV / Cross over,Xăng,Tự động
Đã sử dụng,Honda,Civic,5000,950000000,2019,Hồ Chí Minh,5,Nhập khẩu,Sedan,Xăng,Tự động
Mới,Ford,Transit,,1188000000,2020,Hồ Chí Minh,10,Trong nước,Minivan (MPV),Dầu,Số sàn
Đã sử dụng,Toyota,Innova,80245,550000000,2016,Hồ Chí Minh,8,,Minivan (MPV),Xăng,Số sàn
Đã sử dụng,Mercedes Benz,E Class,89000,1169000000,2015,Hà Nội,5,Trong nước,Sedan,Xăng,Tự động
Đã sử dụng,Ford,Ranger,66000,655000000,2015,Hồ Chí Minh,5,Trong nước,Pick-up (bán tải),Dầu,Tự động
Mới,Subaru,Forester,,899000000,2019,Cần Thơ,5,Nhập khẩu,SUV / Cross over,Xăng,Tự động
Đã sử dụng,Chevrolet,Spark,158000,170000000,2012,Đồng Nai,5,Trong nước,Hatchback,Xăng,Số sàn
Đã sử dụng,Ford,Tourneo,9000,925000000,2019,Hồ Chí Minh,7,Trong nước,Minivan (MPV),Xăng,Tự động
Đã sử dụng,Kia,Morning,130000,180000000,2009,Thanh Hóa,5,Nhập khẩu,Hatchback,Xăng,Tự động
Mới,Suzuki,Ertiga,,499900000,2020,Hồ Chí Minh,7,Nhập khẩu,Minivan (MPV),Xăng,Số sàn
Đã sử dụng,Mazda,2,14528,448000000,2017,Hà Nội,5,Trong nước,Hatchback,Xăng,Tự động
Mới,Suzuki,Ertiga,,559000000,2020,Tiền Giang,7,Nhập khẩu,Minivan (MPV),Xăng,Tự động
Đã sử dụng,Daewoo,Lacetti,90000,208000000,2009,Hải Dương,5,Nhập khẩu,Hatchback,Xăng,Số sàn
Đã sử dụng,Ssangyong,Musso,20700,153000000,2001,Nghệ An,7,Nhập khẩu,SUV / Cross over,Dầu,Số sàn
Đã sử dụng,Acura,MDX,91000,575000000,2008,Hà Nội,7,Nhập khẩu,SUV / Cross over,Xăng,Tự động
Mới,Mitsubishi,Attrage,,375000000,2020,Hồ Chí Minh,5,Nhập khẩu,Sedan,Xăng,Số sàn
Mới,Toyota,Rush,,633000000,2020,Bình Dương,7,Nhập khẩu,SUV / Cross over,Xăng,Tự động
Mới,Lexus,LS,,7280000000,2020,Hà Nội,5,Nhập khẩu,Sedan,Xăng,Tự động
Mới,Suzuki,Ciaz,,502000000,2020,Hà Nội,5,Nhập khẩu,Sedan,Xăng,Tự động
Mới,Suzuki,Ertiga,,559900000,2020,Hồ Chí Minh,7,Nhập khẩu,Minivan (MPV),Xăng,Tự động
Đã sử dụng,Toyota,Vios,45000,415000000,2016,Thừa Thiên Huế,5,Nhập khẩu,Sedan,Xăng,Tự động
Mới,Mitsubishi,Xpander,,555000000,2020,Cần Thơ,7,Nhập khẩu,Minivan (MPV),Xăng,Số sàn
Đã sử dụng,Ford,Ranger,15000,595000000,2018,Hồ Chí Minh,5,Nhập khẩu,Pick-up (bán tải),Dầu,Tự động
Mới,Porsche,Panamera,,1499000000,2020,Hồ Chí Minh,4,Nhập khẩu,Coupe (2 cửa),Xăng,Tự động
Mới,Hyundai,Grand i10,,130000000,2020,Hồ Chí Minh,5,Nhập khẩu,Sedan,Xăng,Số sàn
Mới,Ford,Transit,,675000000,2020,Hồ Chí Minh,16,Trong nước,Kiểu dáng khác,Dầu,Số sàn
Mới,Mitsubishi,Xpander Cross,,670000000,2020,Hồ Chí Minh,7,Nhập khẩu,Minivan (MPV),Xăng,Tự động
Đã sử dụng,Mitsubishi,Xpander,23000,506000000,2018,Hồ Chí Minh,7,Nhập khẩu,Minivan (MPV),Xăng,Số sàn
Đã sử dụng,Honda,City,39000,510000000,2017,Hà Nội,5,Trong nước,Sedan,Xăng,Tự động
Mới,Toyota,Camry,,1190000000,2020,Hồ Chí Minh,5,Nhập khẩu,Sedan,Xăng,Tự động
Đã sử dụng,Ford,Mondeo,19888,158000000,2003,Hồ Chí Minh,5,Nhập khẩu,Sedan,Xăng,Tự động
Mới,Suzuki,Ertiga,,459000000,2020,Nghệ An,7,Nhập khẩu,SUV / Cross over,Xăng,Tự động
Mới,Suzuki,XL 7,,589900000,2020,Hồ Chí Minh,7,Nhập khẩu,SUV / Cross over,Xăng,Tự động
Đã sử dụng,Chevrolet,Aveo,25000,285000000,2018,Bình Dương,5,Nhập khẩu,Sedan,Xăng,Số sàn
Đã sử dụng,Mitsubishi,Pajero Sport,95000,545000000,2017,Hồ Chí Minh,8,Trong nước,SUV / Cross over,Dầu,Số sàn
Mới,Mitsubishi,Outlander,,825000000,2020,Cần Thơ,7,Trong nước,SUV / Cross over,Xăng,Tự động
Đã sử dụng,Mercedes Benz,C Class,14000,1393000000,2019,Hồ Chí Minh,5,Trong nước,Sedan,Xăng,Tự động
Mới,Hyundai,Kona,,675700000,2020,Hà Nội,5,Trong nước,SUV / Cross over,Xăng,Tự động
Đã sử dụng,Ford,Ranger,100000,390000000,2013,Khánh Hòa,5,Nhập khẩu,Pick-up (bán tải),Dầu,Số sàn
Đã sử dụng,Mazda,6,170000,195000000,2003,Bình Dương,5,Trong nước,Sedan,Xăng,Số sàn
Đã sử dụng,Daewoo,GentraX,15000,185000000,2010,Bình Dương,5,Nhập khẩu,,Xăng,Số sàn
Đã sử dụng,Audi,Q5,69000,935000000,2013,Hà Nội,8,Nhập khẩu,SUV / Cross over,Xăng,Tự động
Đã sử dụng,Toyota,Cressida,150000,68000000,1992,Quảng Ninh,5,Nhập khẩu,Sedan,Xăng,Số sàn
Mới,Mini,Cooper,,1499000000,2020,Hồ Chí Minh,,,,,Tự động
Đã sử dụng,Lexus,ES,120000,720000000,2008,Hà Nội,4,,Sedan,Xăng,Tự động
Đã sử dụng,Toyota,Innova,79000,545000000,2016,Bình Dương,8,Trong nước,Minivan (MPV),Xăng,Số sàn
Mới,Hyundai,Accent,,540000000,2020,Hà Nội,5,Trong nước,Sedan,Xăng,Tự động
Đã sử dụng,Mercedes Benz,C Class,5000,1800000000,2019,Hồ Chí Minh,5,Trong nước,Sedan,Xăng,Tự động
Đã sử dụng,Chevrolet,Captiva,70000,280000000,2007,Hồ Chí Minh,7,Nhập khẩu,SUV / Cross over,Xăng,Số sàn
Đã sử dụng,Mercedes Benz,ML Class,160000,550000000,2008,Hà Nội,,,,Xăng,Tự động
Đã sử dụng,Peugeot,5008,40000,10030000000,2019,Bình Dương,7,,SUV / Cross over,Xăng,Tự động
,,,,300000000,,Tây Ninh,,,,,
Mới,Toyota,Vios,,455000000,2020,Long An,5,Trong nước,Sedan,Xăng,Số sàn
Đã sử dụng,Nissan,X trail,39297,858000000,2018,Hà Nội,7,Trong nước,SUV / Cross over,Xăng,Tự động
Đã sử dụng,BMW,3 Series,80000,500000000,2011,Hồ Chí Minh,5,Nhập khẩu,Sedan,Xăng,Tự động
Đã sử dụng,Toyota,Hiace,100000,35000000,1996,Hồ Chí Minh,2,Nhập khẩu,Van,Xăng,Số sàn
Đã sử dụng,Ford,Ranger,47000,498000000,2016,Hồ Chí Minh,5,,Pick-up (bán tải),Dầu,Số sàn
Đã sử dụng,Vinfast ,Fadil ,500,359000000,2020,Hồ Chí Minh,,,,,Tự động
Đã sử dụng,Toyota,Camry,28000,970000000,2017,Hồ Chí Minh,5,Trong nước,Sedan,Xăng,Tự động
Mới,Mercedes Benz,GLC,,1749000000,2020,Hồ Chí Minh,,,,,Tự động
Mới,Hyundai,Kona,,624000000,2020,Đà Nẵng,,,,,Tự động
Đã sử dụng,Toyota,Innova,14600,685000000,2019,Hồ Chí Minh,8,Trong nước,Minivan (MPV),Xăng,Số sàn
Đã sử dụng,Chevrolet,Spark,133000,180000000,2016,Hồ Chí Minh,5,Trong nước,Hatchback,Xăng,Số sàn
Đã sử dụng,Toyota,Innova,79000,465000000,2016,Hồ Chí Minh,7,Trong nước,Minivan (MPV),Xăng,Số sàn
Đã sử dụng,Honda,Accord,115,595000000,2011,Hồ Chí Minh,5,Nhập khẩu,Sedan,Xăng,Tự động
Đã sử dụng,Toyota,Innova,300000,245000000,2008,Hà Nội,8,,Minivan (MPV),Xăng,Số sàn
Đã sử dụng,Toyota,Corolla Altis,58000,590000000,2015,Hồ Chí Minh,5,Trong nước,Sedan,Xăng,Tự động
Mới,Hyundai,Accent,,420000000,2020,Hồ Chí Minh,5,Nhập khẩu,Sedan,Xăng,Số sàn
Mới,Mitsubishi,Attrage,,460000000,2020,Hà Nội,5,Nhập khẩu,Sedan,Xăng,Tự động
Đã sử dụng,Hyundai,Grand i10,100000,345000000,2019,Hà Nội,5,Trong nước,Hatchback,Xăng,Số sàn
Đã sử dụng,Chevrolet,Spark,78000,240000000,2017,Đắk Lắk,5,Nhập khẩu,Hatchback,Xăng,Số sàn
Đã sử dụng,Toyota,Rush,39000,630000000,2018,Hồ Chí Minh,7,Nhập khẩu,Minivan (MPV),Xăng,Tự động
Đã sử dụng,Toyota,Fortuner,52147,817000000,2017,Đà Nẵng,7,Nhập khẩu,SUV / Cross over,Dầu,Số sàn
Mới,Hyundai,Grand i10,,333800000,2020,Hà Nội,5,Trong nước,Sedan,Xăng,Số sàn
Đã sử dụng,Kia,Sorento,30000,650000000,2015,Hồ Chí Minh,5,Nhập khẩu,SUV / Cross over,Xăng,Tự động
Đã sử dụng,Kia,Morning,68000,235000000,2011,Tây Ninh,5,Trong nước,Hatchback,Xăng,Số sàn
Đã sử dụng,Toyota,Innova,19000,680000000,2019,Bình Dương,8,Trong nước,Minivan (MPV),Xăng,Số sàn
Đã sử dụng,Chevrolet,Matiz,52000,193000000,2010,Hà Nội,4,Nhập khẩu,Hatchback,Xăng,Tự động
Đã sử dụng,Mercedes Benz,C Class,140000,430000000,2010,Hà Nội,,,,,Tự động
Đã sử dụng,Toyota,Camry,200000,245000000,2002,Bình Thuận,5,Trong nước,Sedan,Xăng,Tự động
Đã sử dụng,Hyundai,Accent,85000,329000000,2011,Hà Nội,5,Nhập khẩu,Sedan,Xăng,Tự động
Mới,Hyundai,Tucson,,902100000,2020,Hà Nội,5,Trong nước,SUV / Cross over,Dầu,Tự động
,,,,100099000,,Đắk Nông,,,,,
Mới,Mitsubishi,Outlander,,825000000,2020,Hà Nội,7,Trong nước,SUV / Cross over,Xăng,Tự động
Đã sử dụng,Toyota,Innova,86000,539000000,2016,Hà Nội,8,,Minivan (MPV),Xăng,Số sàn
,,,,550000000,,Hồ Chí Minh,,,,,
Đã sử dụng,Ford,Everest,160000,285000000,2008,Tây Ninh,7,Nhập khẩu,SUV / Cross over,Dầu,Số sàn
Mới,Hyundai,Santa Fe,,961200000,2020,Hà Nội,7,Trong nước,SUV / Cross over,Xăng,Tự động
Đã sử dụng,Toyota,Innova,678000,230000000,2009,Đồng Nai,8,Trong nước,Minivan (MPV),Xăng,Số sàn
Đã sử dụng,Toyota,Prado,170000,580000000,2004,Hà Nội,,,,Xăng,Tự động
Đã sử dụng,Mazda,3,35000,580000000,2017,Hà Nội,5,Trong nước,Hatchback,Xăng,Tự động
Đã sử dụng,Suzuki,Ertiga,146888,290000000,2014,Hà Nội,7,Nhập khẩu,SUV / Cross over,Xăng,Tự động
Đã sử dụng,Toyota,Vios,4189,540000000,2020,Hải Phòng,5,Trong nước,Sedan,Xăng,Tự động
Đã sử dụng,Toyota,Vios,28000,485000000,2018,Lâm Đồng,5,Trong nước,Sedan,Xăng,Tự động
Mới,Toyota,Vios,,455000000,2020,Bình Dương,5,Trong nước,Sedan,Xăng,Số sàn
Đã sử dụng,Mazda,CX 5,20000,735000000,2017,Hà Nội,5,,SUV / Cross over,Xăng,Tự động
Đã sử dụng,Ford,Laser,123789,140000000,2003,Gia Lai,5,Nhập khẩu,Sedan,Xăng,Số sàn
Đã sử dụng,Toyota,Venza,65000,667000000,2010,Hồ Chí Minh,5,Nhập khẩu,SUV / Cross over,Xăng,Tự động
Đã sử dụng,Toyota,Innova,85000,445000000,2015,Hà Nội,8,Trong nước,Minivan (MPV),Xăng,Số sàn
Đã sử dụng,Isuzu,Mu X,41000,585000000,2016,Hồ Chí Minh,7,Nhập khẩu,SUV / Cross over,Dầu,Số sàn
Đã sử dụng,Hyundai,Starex,5555,235000000,2007,Hà Nội,9,Nhập khẩu,Kiểu dáng khác,Dầu,Số sàn
Mới,Kia,Cerato,,665000000,2020,Long An,5,Trong nước,Sedan,Xăng,Tự động
Đã sử dụng,Chevrolet,Captiva,120000,305000000,2008,Hồ Chí Minh,7,Trong nước,SUV / Cross over,Xăng,Tự động
Đã sử dụng,Hyundai,Elantra,52860,540000000,2016,Hà Nội,5,Trong nước,Sedan,Xăng,Tự động
Đã sử dụng,Toyota,Yaris Verso,5900,485000000,2015,Hà Nội,5,Nhập khẩu,Hatchback,Xăng,Tự động
Đã sử dụng,Honda,Civic,60000,670000000,2018,Bình Dương,5,Nhập khẩu,Sedan,Xăng,Tự động
Mới,Suzuki,XL 7,,569000000,2020,Nghệ An,7,Nhập khẩu,SUV / Cross over,Xăng,Tự động
Đã sử dụng,Acura,MDX,108000,475000000,2008,Hà Nội,7,Nhập khẩu,SUV / Cross over,Xăng,Tự động
Mới,Mitsubishi,Attrage,,460000000,2020,Hà Nội,5,Nhập khẩu,Sedan,Xăng,Tự động
Đã sử dụng,Chevrolet,Spark,145000,135000000,2009,An Giang,5,Trong nước,Hatchback,Xăng,Số sàn
Đã sử dụng,Toyota,Hilux,62000,719000000,2017,Hồ Chí Minh,5,Nhập khẩu,Pick-up (bán tải),Dầu,Tự động
Đã sử dụng,Kia,Morning,50000,208000000,2017,Gia Lai,5,Trong nước,Hatchback,Xăng,Số sàn
Mới,Kia,Cerato,,529000000,2020,Bình Dương,5,Trong nước,Sedan,Xăng,Tự động
Đã sử dụng,Toyota,Fortuner,120000,500000000,2010,Phú Yên,7,,SUV / Cross over,Dầu,Số sàn
Mới,Toyota,Corolla,,713000000,2020,Quảng Nam,5,Trong nước,Sedan,Xăng,Tự động
Đã sử dụng,Hyundai,Grand i10,60000,235000000,2016,Đắk Lắk,5,Nhập khẩu,Hatchback,Xăng,Số sàn
Đã sử dụng,Hyundai,i20,84000,275000000,2010,Bình Dương,5,Nhập khẩu,Hatchback,Xăng,Tự động
,,,,400000000,,Đồng Nai,,,,,
Đã sử dụng,Chevrolet,Cruze,45000,445000000,2017,Hà Nội,5,Trong nước,Sedan,Xăng,Tự động
Đã sử dụng,Toyota,Camry,15,350000000,2007,Quảng Trị,4,Trong nước,Sedan,Xăng,Số sàn
Đã sử dụng,Toyota,Innova,14632,685000000,2019,Hồ Chí Minh,8,Trong nước,Minivan (MPV),Xăng,Số sàn
Mới,Hyundai,Accent,,418100000,2020,Đà Nẵng,,,,,Số sàn
Đã sử dụng,Chevrolet,Captiva,121000,225000000,2007,Bình Dương,7,Trong nước,SUV / Cross over,Xăng,Số sàn
Đã sử dụng,Kia,Rio,75000,350000000,2011,Lâm Đồng,4,Nhập khẩu,Sedan,Xăng,Tự động
Đã sử dụng,Hyundai,Grand i10,20000,365000000,2019,Hải Dương,5,Trong nước,Sedan,Xăng,Tự động
Mới,Vinfast ,Lux,,150000000,2020,Hồ Chí Minh,7,Trong nước,SUV / Cross over,Xăng,Tự động
Đã sử dụng,Toyota,Fortuner,79000,810000000,2017,Hồ Chí Minh,7,Nhập khẩu,SUV / Cross over,Dầu,Số sàn
Đã sử dụng,Toyota,Innova,15000,685000000,2019,Hồ Chí Minh,8,Trong nước,Minivan (MPV),Xăng,Số sàn
Đã sử dụng,Ford,Escape,128696,225000000,2008,Đà Nẵng,5,,SUV / Cross over,Xăng,Tự động
Đã sử dụng,Kia,Sedona,65000,719000000,2015,Hồ Chí Minh,7,Trong nước,Minivan (MPV),Xăng,Tự động
Đã sử dụng,Mercedes Benz,Sprinter,8888,175000000,2007,Hưng Yên,7,Nhập khẩu,Van,Dầu,Số sàn
Đã sử dụng,Kia,Spectra,200000,105000000,2005,Đắk Lắk,,,,,Số sàn
Đã sử dụng,Toyota,Corolla Altis,77000,286000000,2007,Hồ Chí Minh,5,,Sedan,Xăng,Số sàn
Đã sử dụng,BMW,Dòng khác,135000,250000000,2003,Đồng Nai,5,Nhập khẩu,Hatchback,Xăng,Tự động
Đã sử dụng,Mercedes Benz,S Class,1100,3760000000,2019,Hồ Chí Minh,5,Trong nước,Sedan,Xăng,Tự động
,,,,110000000,,Đồng Nai,,,,,
Đã sử dụng,Toyota,Vios,30000,500000000,2018,Ninh Bình,5,Trong nước,Sedan,Xăng,Tự động
Đã sử dụng,Mercedes Benz,C Class,96000,392000000,2010,Hồ Chí Minh,5,,Sedan,Xăng,Tự động
Mới,Toyota,Fortuner,,1065000000,2020,Đà Nẵng,7,Trong nước,SUV / Cross over,Dầu,Tự động
Đã sử dụng,Hyundai,Kona,19000,625000000,2019,Đà Nẵng,5,Trong nước,SUV / Cross over,Xăng,Tự động
,,,,50000000,,Hậu Giang,,,,,
Mới,Mitsubishi,Xpander Cross,,670000000,2020,Cần Thơ,7,Nhập khẩu,SUV / Cross over,Xăng,Tự động
Đã sử dụng,Mercedes Benz,S Class,200,3979000000,2019,Điện Biên,5,Trong nước,Sedan,Xăng,Tự động
Đã sử dụng,Kia,Morning,80,160000000,2004,Hà Nội,5,Nhập khẩu,,Xăng,Tự động
Đã sử dụng,Toyota,Camry,100,155000000,1996,Hồ Chí Minh,4,Nhập khẩu,Sedan,Xăng,Tự động
Đã sử dụng,Kia,Carens,70000,305000000,2010,Hồ Chí Minh,7,Nhập khẩu,Minivan (MPV),Xăng,Tự động
Đã sử dụng,Suzuki,Grand vitara,25555,170000000,2004,Hà Nội,4,Trong nước,SUV / Cross over,Dầu,Số sàn
Đã sử dụng,Toyota,Camry,79000,725000000,2013,Bà Rịa - Vũng Tàu,5,Trong nước,Sedan,Xăng,Tự động
Đã sử dụng,Toyota,Hiace,200000,290000000,2010,Hồ Chí Minh,16,Trong nước,Van,Xăng,Số sàn
Đã sử dụng,Toyota,Wigo,19500,298000000,2019,Hà Nội,5,Nhập khẩu,Hatchback,Xăng,Số sàn
